2026/08/11 17:47:49.982, 2, GPU-4cba1442-7455-903d-aced-f9f4da4938bb, NVIDIA GH200 120GB, 19 MiB, 97871 MiB, 0 %, 97.10 W
2026/08/11 17:47:50.585, 3, GPU-12ae6248-d7cb-fc0d-1875-35074e2f7b7f, NVIDIA GH200 120GB, 25 MiB, 97871 MiB, 0 %, 89.15 W
