horizon,IC,ranked_IC,direction_acc,N_total,N_eff,dt_25,dt_mean,dt_median,dt_75
10,0.5053128303614862,0.5101354195251501,0.8125,512,144,0.0002494232521712547,0.044341415953056185,0.0014794375019846484,0.02960745300151757
50,0.5703457620533595,0.5463193266482347,0.6585365853658537,512,328,0.008842766752422904,0.2283970659258614,0.07871345950115938,0.2446243524991587
100,0.3480122954627678,0.38137280378277627,0.5734939759036145,512,415,0.052181767252477584,0.42302311283971505,0.18894610200004536,0.5386068969946791
250,0.17093044103186944,0.18541398475167423,0.4967741935483871,512,465,0.2504050615043525,0.9980809856327539,0.6544834740016086,1.3579764062487811
500,0.1130252807378049,0.14875773229731726,0.5051334702258727,512,487,0.7474356247530523,2.0235077077851713,1.4410060690024693,2.8197142292483477
1000,0.021028176547470308,0.08999140331035477,0.5010141987829615,512,493,1.7729704167522868,4.081705763492025,3.143179788501584,5.428419205249156
