horizon,IC,ranked_IC,direction_acc,N_total,N_eff,dt_25,dt_mean,dt_median,dt_75
10,0.6560733947373374,0.5957539197068679,0.9,64,20,0.000203503497687052,0.037846402906097865,0.0011200799999642186,0.029148367248126306
50,0.604935202844104,0.5381241060345046,0.723404255319149,64,47,0.004813939000086975,0.21789161056221928,0.06378293650050182,0.2874744085002021
100,0.46823615227379756,0.524692777643431,0.7368421052631579,64,57,0.0518537517527875,0.42246591957734836,0.17894557600084227,0.5051572949978436
250,0.38448098343089165,0.20456915470774517,0.5517241379310345,64,58,0.1829966940003942,1.0042075881408437,0.5155127449979773,1.3362013697496877
500,0.18884869408389643,0.06552534165011856,0.5344827586206896,64,58,0.7715887244994519,1.979256035968774,1.299787430500146,2.685546487249667
1000,0.22442803352806906,0.24180881669620774,0.5079365079365079,64,63,1.5760632005021762,4.091331751609118,2.809209853003267,5.597550011747444
