horizon,IC,ranked_IC,direction_acc,N_total,N_eff,dt_25,dt_mean,dt_median,dt_75
10,0.5370414979547726,0.5564540281938879,0.8402777777777778,512,144,0.0002494232521712547,0.044341415953056185,0.0014794375019846484,0.02960745300151757
50,0.442922340711885,0.44604998244299376,0.6341463414634146,512,328,0.008842766752422904,0.2283970659258614,0.07871345950115938,0.2446243524991587
100,0.24541182106676343,0.3084794027380761,0.5831325301204819,512,415,0.052181767252477584,0.42302311283971505,0.18894610200004536,0.5386068969946791
250,0.11111522423587405,0.10379947585803748,0.4881720430107527,512,465,0.2504050615043525,0.9980809856327539,0.6544834740016086,1.3579764062487811
500,0.06776838256252884,0.08443225136006587,0.46611909650924027,512,487,0.7474356247530523,2.0235077077851713,1.4410060690024693,2.8197142292483477
1000,0.0007843811631115284,0.0185330961908763,0.4543610547667343,512,493,1.7729704167522868,4.081705763492025,3.143179788501584,5.428419205249156
