3145800,170,3145300,132,3145900,125,3145200,119,3146000,135,3145100,145,3146100,125,3145000,245,3146200,125,3144900,155,3146300,181,3144800,185,3146400,114,3144700,155,3146500,128,3144600,245,3146600,300,3144500,325,3146700,127,3144400,228
3145600,22,3145300,132,3145800,170,3145200,119,3145900,125,3145100,145,3146000,135,3145000,245,3146100,125,3144900,155,3146200,125,3144800,185,3146300,181,3144700,155,3146400,114,3144600,245,3146500,128,3144500,325,3146600,300,3144400,228
3145600,22,3145300,132,3145800,170,3145200,100,3145900,125,3145100,145,3146000,135,3145000,245,3146100,125,3144900,155,3146200,125,3144800,185,3146300,181,3144700,155,3146400,114,3144600,245,3146500,128,3144500,325,3146600,300,3144400,228
3145600,22,3145300,132,3145800,170,3145200,125,3145900,125,3145100,145,3146000,135,3145000,245,3146100,125,3144900,155,3146200,125,3144800,185,3146300,181,3144700,155,3146400,114,3144600,245,3146500,128,3144500,325,3146600,300,3144400,228
3145800,170,3145300,132,3145900,125,3145200,125,3146000,135,3145100,145,3146100,125,3145000,245,3146200,125,3144900,155,3146300,181,3144800,185,3146400,114,3144700,155,3146500,128,3144600,245,3146600,300,3144500,325,3146700,127,3144400,228
3145800,170,3145300,132,3145900,125,3145200,125,3146000,135,3145100,145,3146100,125,3145000,245,3146200,125,3144900,155,3146300,181,3144800,185,3146400,114,3144700,155,3146500,128,3144600,245,3146600,300,3144500,325,3146700,127,3144400,228
3145800,170,3145300,132,3145900,125,3145200,125,3146000,135,3145100,145,3146100,125,3145000,245,3146200,125,3144900,155,3146300,181,3144800,185,3146400,114,3144700,155,3146500,128,3144600,245,3146600,300,3144500,325,3146700,127,3144400,228
3145700,22,3145300,132,3145800,170,3145200,125,3145900,125,3145100,145,3146000,135,3145000,245,3146100,125,3144900,155,3146200,125,3144800,185,3146300,181,3144700,155,3146400,114,3144600,245,3146500,128,3144500,325,3146600,300,3144400,228
3145700,22,3145300,132,3145800,170,3145200,125,3145900,125,3145100,146,3146000,135,3145000,245,3146100,125,3144900,155,3146200,125,3144800,185,3146300,181,3144700,155,3146400,114,3144600,245,3146500,128,3144500,325,3146600,300,3144400,228
3145700,32,3145300,132,3145800,170,3145200,125,3145900,125,3145100,146,3146000,135,3145000,245,3146100,125,3144900,155,3146200,125,3144800,185,3146300,181,3144700,155,3146400,114,3144600,245,3146500,128,3144500,325,3146600,300,3144400,228
3145700,32,3145300,32,3145800,170,3145200,125,3145900,125,3145100,146,3146000,135,3145000,245,3146100,125,3144900,155,3146200,125,3144800,185,3146300,181,3144700,155,3146400,114,3144600,245,3146500,128,3144500,325,3146600,300,3144400,228
3145700,32,3145300,32,3145800,170,3145200,125,3145900,125,3145100,147,3146000,135,3145000,245,3146100,125,3144900,155,3146200,125,3144800,185,3146300,181,3144700,155,3146400,114,3144600,245,3146500,128,3144500,325,3146600,300,3144400,228
3145700,32,3145300,32,3145800,170,3145200,125,3145900,125,3145100,247,3146000,135,3145000,245,3146100,125,3144900,155,3146200,125,3144800,185,3146300,181,3144700,155,3146400,114,3144600,245,3146500,128,3144500,325,3146600,300,3144400,228
