horizon,IC,ranked_IC,direction_acc,N_total,N_eff,dt_25,dt_mean,dt_median,dt_75
10,0.5991212752406697,0.6025452323813273,0.856140350877193,3136,855,0.0001791182476154063,0.042517901810586,0.0012723854997602757,0.026345301999754156
50,0.5480325459207244,0.5284206883354238,0.637008991954567,3136,2113,0.004645470749892411,0.208002120523943,0.061689564001426334,0.22717410050063336
100,0.3217046293421232,0.3272460675086425,0.544015444015444,3136,2590,0.03710817175124248,0.4061537305410801,0.18514291400060756,0.5168586180025159
250,0.16390617914815775,0.16403343156031475,0.5040139616055846,3136,2865,0.25871722625197435,1.0175394959952424,0.6738637380003638,1.3668166222487343
