outcome,label,seed,run_id,source_jid,step,target_step,N,D,L,n_tickers,source,D_B
heldout_ce,46M,137,46M-s137,4514395,59820,63407,46429199,99540480000,0.5736201013872511,487,test_ce_sp500_jan2026,99.54048
heldout_ce,46M,137,46M-s137,4514395,61830,63407,46429199,102885120000,0.5732970365631017,487,test_ce_sp500_jan2026,102.88512
heldout_ce,46M,137,46M-s137,4514395,63410,63407,46429199,105514240000,0.5732140921714125,487,test_ce_sp500_jan2026,105.51424
heldout_ce,78M,5,78M-s5,4499538,210,28728,78539423,349440000,2.26314181566728,487,test_ce_sp500_jan2026,0.34944
heldout_ce,78M,5,78M-s5,4499538,1650,28728,78539423,2745600000,0.7026242334739873,487,test_ce_sp500_jan2026,2.7456
heldout_ce,78M,5,78M-s5,4499538,3090,28728,78539423,5141760000,0.6518083726968119,487,test_ce_sp500_jan2026,5.14176
heldout_ce,78M,5,78M-s5,4499538,5970,28728,78539423,9934080000,0.6212851937546622,487,test_ce_sp500_jan2026,9.93408
heldout_ce,78M,5,78M-s5,4499538,10260,28728,78539423,17072640000,0.6016831189332802,487,test_ce_sp500_jan2026,17.07264
heldout_ce,78M,5,78M-s5,4499538,16000,28728,78539423,26624000000,0.5887461725079304,487,test_ce_sp500_jan2026,26.624
heldout_ce,78M,5,78M-s5,4499538,28730,28728,78539423,47806720000,0.5763583457445461,487,test_ce_sp500_jan2026,47.80672
heldout_ce,78M,42,78M-s42,4499539,200,28728,78539423,332800000,2.3662416354831484,487,test_ce_sp500_jan2026,0.3328
heldout_ce,78M,42,78M-s42,4499539,1630,28728,78539423,2712320000,0.7393282081557006,487,test_ce_sp500_jan2026,2.71232
heldout_ce,78M,42,78M-s42,4499539,3060,28728,78539423,5091840000,0.6672270295556321,487,test_ce_sp500_jan2026,5.09184
heldout_ce,78M,42,78M-s42,4499539,5920,28728,78539423,9850880000,0.6235307854059051,487,test_ce_sp500_jan2026,9.85088
heldout_ce,78M,42,78M-s42,4499539,10200,28728,78539423,16972800000,0.6039696675428864,487,test_ce_sp500_jan2026,16.9728
heldout_ce,78M,42,78M-s42,4499539,15890,28728,78539423,26440960000,0.5909914332126445,487,test_ce_sp500_jan2026,26.44096
heldout_ce,78M,42,78M-s42,4499539,28730,28728,78539423,47806720000,0.5777068805156058,487,test_ce_sp500_jan2026,47.80672
heldout_ce,78M,137,78M-s137,4499540,170,28728,78539423,282880000,2.4948901784983013,487,test_ce_sp500_jan2026,0.28288
heldout_ce,78M,137,78M-s137,4499540,1600,28728,78539423,2662400000,0.7297927829641581,487,test_ce_sp500_jan2026,2.6624
heldout_ce,78M,137,78M-s137,4499540,3030,28728,78539423,5041920000,0.663358206009718,487,test_ce_sp500_jan2026,5.04192
heldout_ce,78M,137,78M-s137,4499540,5890,28728,78539423,9800960000,0.6245130708085438,487,test_ce_sp500_jan2026,9.80096
heldout_ce,78M,137,78M-s137,4499540,8740,28728,78539423,14543360000,0.6098356578629119,487,test_ce_sp500_jan2026,14.54336
heldout_ce,78M,137,78M-s137,4499540,15880,28728,78539423,26424320000,0.5905966630828944,487,test_ce_sp500_jan2026,26.42432
heldout_ce,78M,137,78M-s137,4499540,28730,28728,78539423,47806720000,0.5775358949843373,487,test_ce_sp500_jan2026,47.80672
heldout_ce,120M,5,120M-s5,4499541,330,29959,119279919,549120000,1.5335261698131444,487,test_ce_sp500_jan2026,0.54912
heldout_ce,120M,5,120M-s5,4499541,2510,29959,119279919,4176640000,0.6799719268781204,487,test_ce_sp500_jan2026,4.17664
heldout_ce,120M,5,120M-s5,4499541,4660,29959,119279919,7754240000,0.6389082725899909,487,test_ce_sp500_jan2026,7.75424
heldout_ce,120M,5,120M-s5,4499541,6810,29959,119279919,11331840000,0.6222680551927438,487,test_ce_sp500_jan2026,11.33184
heldout_ce,120M,5,120M-s5,4499541,11150,29959,119279919,18553600000,0.6054069396161935,487,test_ce_sp500_jan2026,18.5536
heldout_ce,120M,5,120M-s5,4499541,17630,29959,119279919,29336320000,0.5911506908874982,487,test_ce_sp500_jan2026,29.33632
heldout_ce,120M,5,120M-s5,4499541,29960,29959,119279919,49853440000,0.5803477490584709,487,test_ce_sp500_jan2026,49.85344
heldout_ce,120M,42,120M-s42,4499542,330,29959,119279919,549120000,1.5495371222496033,487,test_ce_sp500_jan2026,0.54912
heldout_ce,120M,42,120M-s42,4499542,2490,29959,119279919,4143360000,0.7036647267899719,487,test_ce_sp500_jan2026,4.14336
heldout_ce,120M,42,120M-s42,4499542,4630,29959,119279919,7704320000,0.649512592588362,487,test_ce_sp500_jan2026,7.70432
heldout_ce,120M,42,120M-s42,4499542,6770,29959,119279919,11265280000,0.6320796321916874,487,test_ce_sp500_jan2026,11.26528
heldout_ce,120M,42,120M-s42,4499542,11080,29959,119279919,18437120000,0.6119327923967608,487,test_ce_sp500_jan2026,18.43712
heldout_ce,120M,42,120M-s42,4499542,17500,29959,119279919,29120000000,0.5966944958884614,487,test_ce_sp500_jan2026,29.12
heldout_ce,120M,42,120M-s42,4499542,29960,29959,119279919,49853440000,0.5846719990887926,487,test_ce_sp500_jan2026,49.85344
heldout_ce,120M,137,120M-s137,4499543,340,29959,119279919,565760000,1.515260489202378,487,test_ce_sp500_jan2026,0.56576
heldout_ce,120M,137,120M-s137,4499543,2520,29959,119279919,4193280000,0.7110363738859948,487,test_ce_sp500_jan2026,4.19328
heldout_ce,120M,137,120M-s137,4499543,4680,29959,119279919,7787520000,0.6533131982511563,487,test_ce_sp500_jan2026,7.78752
heldout_ce,120M,137,120M-s137,4499543,6840,29959,119279919,11381760000,0.6300802675727946,487,test_ce_sp500_jan2026,11.38176
heldout_ce,120M,137,120M-s137,4499543,11180,29959,119279919,18603520000,0.6101079515240765,487,test_ce_sp500_jan2026,18.60352
heldout_ce,120M,137,120M-s137,4499543,17690,29959,119279919,29436160000,0.5943970017487019,487,test_ce_sp500_jan2026,29.43616
heldout_ce,120M,137,120M-s137,4499543,29960,29959,119279919,49853440000,0.582752154899084,487,test_ce_sp500_jan2026,49.85344
heldout_ce,200M,5,200M-s5,4499578,350,16210,196572423,582400000,1.443539341372386,487,test_ce_sp500_jan2026,0.5824
heldout_ce,200M,5,200M-s5,4499578,2590,16210,196572423,4309760000,0.7017199791799581,487,test_ce_sp500_jan2026,4.30976
heldout_ce,200M,5,200M-s5,4499578,4820,16210,196572423,8020480000,0.6453772585617199,487,test_ce_sp500_jan2026,8.02048
heldout_ce,200M,5,200M-s5,4499578,7020,16210,196572423,11681280000,0.6269177557628992,487,test_ce_sp500_jan2026,11.68128
heldout_ce,200M,5,200M-s5,4499578,9210,16210,196572423,15325440000,0.6157272393208999,487,test_ce_sp500_jan2026,15.32544
heldout_ce,200M,5,200M-s5,4499578,11400,16210,196572423,18969600000,0.6080191696571373,487,test_ce_sp500_jan2026,18.9696
heldout_ce,200M,5,200M-s5,4499578,13630,16210,196572423,22680320000,0.6036861885254877,487,test_ce_sp500_jan2026,22.68032
heldout_ce,200M,5,200M-s5,4499578,15860,16210,196572423,26391040000,0.601540854885348,487,test_ce_sp500_jan2026,26.39104
heldout_ce,200M,5,200M-s5,4499578,16220,16210,196572423,26990080000,0.60144946658391,487,test_ce_sp500_jan2026,26.99008
heldout_ce,200M,42,200M-s42,4499579,300,16210,196572423,499200000,1.5990388525584884,487,test_ce_sp500_jan2026,0.4992
heldout_ce,200M,42,200M-s42,4499579,2540,16210,196572423,4226560000,0.696276231468091,487,test_ce_sp500_jan2026,4.22656
heldout_ce,200M,42,200M-s42,4499579,4740,16210,196572423,7887360000,0.6458205994394526,487,test_ce_sp500_jan2026,7.88736
heldout_ce,200M,42,200M-s42,4499579,6930,16210,196572423,11531520000,0.62447813869257,487,test_ce_sp500_jan2026,11.53152
heldout_ce,200M,42,200M-s42,4499579,9110,16210,196572423,15159040000,0.6135131722235827,487,test_ce_sp500_jan2026,15.15904
heldout_ce,200M,42,200M-s42,4499579,11270,16210,196572423,18753280000,0.6061127143596476,487,test_ce_sp500_jan2026,18.75328
heldout_ce,200M,42,200M-s42,4499579,13480,16210,196572423,22430720000,0.6014508652124072,487,test_ce_sp500_jan2026,22.43072
heldout_ce,200M,42,200M-s42,4499579,15680,16210,196572423,26091520000,0.599198681189539,487,test_ce_sp500_jan2026,26.09152
heldout_ce,200M,42,200M-s42,4499579,16220,16210,196572423,26990080000,0.598801632375443,487,test_ce_sp500_jan2026,26.99008
heldout_ce,350M,5,350M-s5,4499580,240,10670,293283039,399360000,1.7656125924425694,487,test_ce_sp500_jan2026,0.39936
heldout_ce,350M,5,350M-s5,4499580,1890,10670,293283039,3144960000,0.7246155178277645,487,test_ce_sp500_jan2026,3.14496
heldout_ce,350M,5,350M-s5,4499580,3540,10670,293283039,5890560000,0.6611251598510899,487,test_ce_sp500_jan2026,5.89056
heldout_ce,350M,5,350M-s5,4499580,5170,10670,293283039,8602880000,0.6367795851073961,487,test_ce_sp500_jan2026,8.60288
heldout_ce,350M,5,350M-s5,4499580,6800,10670,293283039,11315200000,0.6226044894488685,487,test_ce_sp500_jan2026,11.3152
heldout_ce,350M,5,350M-s5,4499580,8410,10670,293283039,13994240000,0.6152365103639371,487,test_ce_sp500_jan2026,13.99424
heldout_ce,350M,5,350M-s5,4499580,10040,10670,293283039,16706560000,0.6117499295690956,487,test_ce_sp500_jan2026,16.70656
heldout_ce,350M,5,350M-s5,4499580,10680,10670,293283039,17771520000,0.6111111240710076,487,test_ce_sp500_jan2026,17.77152
heldout_ce,350M,42,350M-s42,4499581,200,10670,293283039,332800000,2.1165929070733167,487,test_ce_sp500_jan2026,0.3328
heldout_ce,350M,42,350M-s42,4499581,1840,10670,293283039,3061760000,0.7312050639236732,487,test_ce_sp500_jan2026,3.06176
heldout_ce,350M,42,350M-s42,4499581,3470,10670,293283039,5774080000,0.6599171530661887,487,test_ce_sp500_jan2026,5.77408
heldout_ce,350M,42,350M-s42,4499581,5100,10670,293283039,8486400000,0.6396387662486129,487,test_ce_sp500_jan2026,8.4864
heldout_ce,350M,42,350M-s42,4499581,6730,10670,293283039,11198720000,0.626561179114563,487,test_ce_sp500_jan2026,11.19872
heldout_ce,350M,42,350M-s42,4499581,8320,10670,293283039,13844480000,0.6190747849995106,487,test_ce_sp500_jan2026,13.84448
heldout_ce,350M,42,350M-s42,4499581,9930,10670,293283039,16523520000,0.6151801435242443,487,test_ce_sp500_jan2026,16.52352
heldout_ce,350M,42,350M-s42,4499581,10680,10670,293283039,17771520000,0.6144531371657119,487,test_ce_sp500_jan2026,17.77152
