size_order,label,nominal_seed,run_id,attempt_rank,observed_segment_rank,jid,wandb_run_id,wandb_state,segment_role,global_step,step_loss,progress,target_step,cross_seed_restore
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,4110,0.9409826397895812,0.3876627051499717,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,4300,0.9330982565879822,0.4055838521033767,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,4490,0.9250698089599608,0.42350499905678174,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,4670,0.9303970336914062,0.4404829277494812,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,4870,0.9181784987449646,0.4593472929635918,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,5060,0.948033332824707,0.4772684399169968,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,5250,0.9216538667678832,0.4951895868704018,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,5440,0.9180797934532166,0.5131107338238068,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,5630,0.9201050996780396,0.5310318807772119,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,5820,0.9095832705497742,0.5489530277306168,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,5900,0.9018235206604004,0.5564987738162611,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,6090,0.9099626541137696,0.5744199207696661,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,6270,0.8998505473136902,0.5913978494623656,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,6460,0.8796801567077637,0.6093189964157706,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,6640,0.8974957466125488,0.6262969251084701,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,6830,0.8948673605918884,0.6442180720618751,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,7020,0.8879028558731079,0.6621392190152802,10602,False
