horizon,IC,ranked_IC,direction_acc,N_total,N_eff,dt_25,dt_mean,dt_median,dt_75
10,0.5990191661208626,0.6119132264508683,0.8713450292397661,3136,855,0.0001791182476154063,0.042517901810586,0.0012723854997602757,0.026345301999754156
50,0.5259871532298925,0.5414863204459711,0.6389020350212967,3136,2113,0.004645470749892411,0.208002120523943,0.061689564001426334,0.22717410050063336
100,0.319696729620431,0.35427885312213486,0.5517374517374517,3136,2590,0.03710817175124248,0.4061537305410801,0.18514291400060756,0.5168586180025159
250,0.17583474940787253,0.18067706105268622,0.5127399650959861,3136,2865,0.25871722625197435,1.0175394959952424,0.6738637380003638,1.3668166222487343
