horizon,IC,ranked_IC,direction_acc,N_total,N_eff,dt_25,dt_mean,dt_median,dt_75
10,0.5173000430988772,0.5812510716998214,0.9230769230769231,64,13,0.0005799254977318924,0.051551074953067655,0.0028988175035919994,0.04585359224984131
50,0.5602940833207389,0.4543671029602859,0.6222222222222222,64,45,0.007744308995825122,0.2579667590778172,0.08022653700027149,0.26969673649909964
100,0.3195816915341173,0.17840113784727657,0.44642857142857145,64,56,0.055978408503506216,0.48828536012536006,0.23036358199897222,0.4072344422493188
250,0.039420308699314566,-0.021481736084955606,0.4576271186440678,64,59,0.380062819500381,1.168385773811906,0.6224459410004783,1.312719147248572
500,,,,0,0,,,,
1000,,,,0,0,,,,
