horizon,IC,ranked_IC,direction_acc,N_total,N_eff,dt_25,dt_mean,dt_median,dt_75
10,0.5912582748505218,0.5895481527245564,0.8444444444444444,3136,855,0.0001791182476154063,0.042517901810586,0.0012723854997602757,0.026345301999754156
50,0.5298599181426171,0.5298833601294837,0.645527685754851,3136,2113,0.004645470749892411,0.208002120523943,0.061689564001426334,0.22717410050063336
100,0.34936692208153275,0.3540665352581008,0.5498069498069498,3136,2590,0.03710817175124248,0.4061537305410801,0.18514291400060756,0.5168586180025159
250,0.1974241542804325,0.19696228988597955,0.5130890052356021,3136,2865,0.25871722625197435,1.0175394959952424,0.6738637380003638,1.3668166222487343
