horizon,IC,ranked_IC,direction_acc,N_total,N_eff,dt_25,dt_mean,dt_median,dt_75
10,0.6455630456744718,0.5799410213114002,0.85,64,20,0.000203503497687052,0.037846402906097865,0.0011200799999642186,0.029148367248126306
50,0.6207059548441038,0.5618383704611023,0.6595744680851063,64,47,0.004813939000086975,0.21789161056221928,0.06378293650050182,0.2874744085002021
100,0.4306456738126111,0.35937125513776963,0.5964912280701754,64,57,0.0518537517527875,0.42246591957734836,0.17894557600084227,0.5051572949978436
250,0.20137469276475273,0.09328798929621146,0.4827586206896552,64,58,0.1829966940003942,1.0042075881408437,0.5155127449979773,1.3362013697496877
500,0.1298879958081805,-0.06451761182397203,0.5,64,58,0.7715887244994519,1.979256035968774,1.299787430500146,2.685546487249667
1000,0.10122195776260565,0.09798534798534797,0.5396825396825397,64,63,1.5760632005021762,4.091331751609118,2.809209853003267,5.597550011747444
